Metal,Substrate,theta,Temp,Me_MagpieData mean Number,Me_MagpieData mean MendeleevNumber,Me_MagpieData mean AtomicWeight,Me_MagpieData mean MeltingT,Me_MagpieData mean Column,Me_MagpieData mean Row,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NsValence,Me_MagpieData mean NpValence,Me_MagpieData mean NdValence,Me_MagpieData mean NfValence,Me_MagpieData mean NValence,Me_MagpieData mean NsUnfilled,Me_MagpieData mean NpUnfilled,Me_MagpieData mean NdUnfilled,Me_MagpieData mean NUnfilled,Me_MagpieData mean GSvolume_pa,Me_MagpieData mean GSbandgap,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean Number,Ce_MagpieData mean MendeleevNumber,Ce_MagpieData mean AtomicWeight,Ce_MagpieData mean MeltingT,Ce_MagpieData mean Column,Ce_MagpieData mean Row,Ce_MagpieData mean CovalentRadius,Ce_MagpieData mean Electronegativity,Ce_MagpieData mean NsValence,Ce_MagpieData mean NpValence,Ce_MagpieData mean NdValence,Ce_MagpieData mean NfValence,Ce_MagpieData mean NValence,Ce_MagpieData mean NsUnfilled,Ce_MagpieData mean NpUnfilled,Ce_MagpieData mean NdUnfilled,Ce_MagpieData mean NfUnfilled,Ce_MagpieData mean NUnfilled,Ce_MagpieData mean GSvolume_pa,Ce_MagpieData mean GSbandgap,Ce_MagpieData mean GSmagmom,Ce_MagpieData mean SpaceGroupNumber
Ga,Ba1F2,120.4179104,973,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,118.2686567,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,115.2238806,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Al,Ba1F2,117.0149254,973,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Al,Ba1F2,112.1791045,1073,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Al,Ba1F2,105.1940299,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Al,Ba1F2,98.02985075,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Cu,Ba1F2,135.641791,1373,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Cu,Ba1F2,130.6268657,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Au,Ba1F2,129.5522388,1373,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ag,Ba1F2,129.1940299,1273,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ca1F2,155.0143461,573,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,147.2157284,673,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,142.9984028,773,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,138.9489901,873,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,136.6066911,973,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,130.8544049,1073,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,125.9527074,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,120.881401,1273,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,118.8800158,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,158.8933019,473,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,156.3788498,573,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,152.329437,673,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,146.5771509,773,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,141.5066925,873,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,138.8226315,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,135.7968085,1073,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,147.0893698,373,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,142.0197594,473,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,141.2073328,573,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,137.1613122,673,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,135.6679058,773,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,131.7906461,873,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,126.8923407,973,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,122.8446241,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,121.0103037,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Ca1F2,141.2098769,1373,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Ca1F2,135.7781515,1433,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Au,Ca1F2,135.7561024,1373,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ag,Ca1F2,133.4969117,1273,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Al0.778Si0.124Mg0.098,Si1O2,85,1473,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,77,1473,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,73,1473,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,68,1473,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,125.8108108,923,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,125,1023,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,122.027027,1123,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,119.7297297,1223,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,117.7027027,1323,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,99.18918919,1373,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,125.6756757,923,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,118.1081081,1223,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,116.6216216,1323,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.778Si0.124Mg0.098,Si1O2,94.05405405,1373,13.026,73.13,26.85612903,1025.88166,12.046,3,121.72,1.61656,2,1.026,0,0,3.026,0,4.386,0,4.386,17.59922,0.095852,0,222.21,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,125.6756757,923,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,122.1621622,1023,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,106.2162162,1123,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,100.1351351,1223,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,96.62162162,1323,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,89.18918919,1373,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,118.2432432,1023,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,101.8918919,1123,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,96.08108108,1223,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,91.08108108,1323,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Al0.724Si0.124Mg0.152,Si1O2,85,1373,12.972,72.86,26.71159595,1025.31628,11.452,3,122.8,1.60036,2,0.972,0,0,2.972,0,4.116,0,4.116,17.94536,0.095852,0,220.536,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Fe,Al2O3Si1O2,77,1873,26,55,55.845,1811,8,4,132,1.83,2,0,6,0,8,0,0,4,4,10.73,0,2.1106628,229,10,82.375,20.25569715,478.4925,15,2.375,85.375,2.79,2,3,0,0,5,0,3,0,0,3,12.365625,0.096625,0,92.125
Fe,Al2O3Si1O2,105,1823,26,55,55.845,1811,8,4,132,1.83,2,0,6,0,8,0,0,4,4,10.73,0,2.1106628,229,10,82.375,20.25569715,478.4925,15,2.375,85.375,2.79,2,3,0,0,5,0,3,0,0,3,12.365625,0.096625,0,92.125
Fe,Al2O3Si1O2,79,1823,26,55,55.845,1811,8,4,132,1.83,2,0,6,0,8,0,0,4,4,10.73,0,2.1106628,229,10,82.375,20.25569715,478.4925,15,2.375,85.375,2.79,2,3,0,0,5,0,3,0,0,3,12.365625,0.096625,0,92.125
Ag,Si1O2,96,1173,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ag0.49Cu0.49Ti0.02,Si1O2,12,1173,37.68,64.07,84.950298,1309.243,10.86,4.49,138.93,1.9075,1.02,0,9.84,0,10.86,0.98,0,0.16,1.14,13.7598,0,4.51E-07,224.38,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1173,37.18,63.63,83.750274,1323.3644,10.72,4.47,139.23,1.8997,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,13.767,0,9.01E-07,223.76,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ag0.432Cu0.49Ti0.078,Si1O2,10,1173,36.23,62.794,81.4702284,1350.19506,10.454,4.432,139.8,1.88488,1.078,0,9.376,0,10.454,0.922,0,0.624,1.546,13.78068,0,1.76E-06,222.582,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1123,37.18,63.63,83.750274,1323.3644,10.72,4.47,139.23,1.8997,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,13.767,0,9.01E-07,223.76,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1223,37.18,63.63,83.750274,1323.3644,10.72,4.47,139.23,1.8997,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,13.767,0,9.01E-07,223.76,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
